mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,param_reduce_dim,param_reduce_dim__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
21.5163680712382,1.8078599759750247,0.256940762201945,0.032362498542120234,10,2,2,100,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8820600784409796,0.8826169798814023,0.889425495143274,0.8847008511552187,0.003348554953407705,21
0.264236847559611,0.0035406555461494566,0.0,0.0,10,2,2,100,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.26018913586934406,0.008635471217934886,0.0,0.0,10,2,2,100,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.2574473222096761,0.004087230325735443,0.0,0.0,10,2,2,100,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
28.765873352686565,0.5706661066011858,0.42790039380391437,0.008419131898892181,10,2,2,200,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8179099359630505,0.8217173898418781,0.829237777274799,0.8229550343599094,0.004706649208711583,233
43.736677487691246,3.055940615173139,0.4599622090657552,0.05816757939678079,10,2,2,200,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8817382926339137,0.882709286107903,0.8891286105258316,0.8845253964225495,0.0032790132806607467,36
42.64003849029541,2.6973647941615297,0.47772010167439777,0.06277813780380756,10,2,2,200,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8821954427489943,0.8828492186827605,0.8894926443188435,0.8848457685835327,0.0032966595534932594,12
0.2655495802561442,0.006380768827422914,0.0,0.0,10,2,2,200,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.2776181697845459,0.005050967221413824,0.0,0.0,10,2,2,200,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.2630163828531901,0.003481361305270076,0.0,0.0,10,2,2,200,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
